id,nombre,link_json,url,status_code,ok,elapsed_ms,total_productos,tiene_productos,timestamp
850,Audífonos,/accesorios-y-perifericos/audifonos,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/audifonos,200,True,1023,76,True,26/01/2026 07:04:10 Chile
850,Audífonos,/smartphones-y-wearables/audifonos,https://www.pcfactory.cl/categoria/smartphones-y-wearables/audifonos,200,True,638,76,True,26/01/2026 07:04:10 Chile
850,Audífonos,/computadores-y-tablets/audifonos,https://www.pcfactory.cl/categoria/computadores-y-tablets/audifonos,200,True,744,76,True,26/01/2026 07:04:10 Chile
886,Audífonos Call Center,/oficinas-y-punto-de-venta/audifonos/audifonos-call-center,https://www.pcfactory.cl/categoria/oficinas-y-punto-de-venta/audifonos/audifonos-call-center,200,True,846,6,True,26/01/2026 07:04:10 Chile
886,Audífonos Call Center,/smart-tv-y-audio/audifonos/audifonos-call-center,https://www.pcfactory.cl/categoria/smart-tv-y-audio/audifonos/audifonos-call-center,200,True,547,6,True,26/01/2026 07:04:10 Chile
886,Audífonos Call Center,/accesorios-y-perifericos/audifonos/audifonos-call-center,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/audifonos/audifonos-call-center,200,True,559,6,True,26/01/2026 07:04:10 Chile
886,Audífonos Call Center,/smartphones-y-wearables/audifonos/audifonos-call-center,https://www.pcfactory.cl/categoria/smartphones-y-wearables/audifonos/audifonos-call-center,200,True,860,6,True,26/01/2026 07:04:10 Chile
886,Audífonos Call Center,/computadores-y-tablets/audifonos/audifonos-call-center,https://www.pcfactory.cl/categoria/computadores-y-tablets/audifonos/audifonos-call-center,200,True,945,6,True,26/01/2026 07:04:10 Chile
102,Audífonos Gamer,/oficinas-y-punto-de-venta/audifonos/audifonos-gamer,https://www.pcfactory.cl/categoria/oficinas-y-punto-de-venta/audifonos/audifonos-gamer,200,True,582,15,True,26/01/2026 07:04:10 Chile
102,Audífonos Gamer,/smart-tv-y-audio/audifonos/audifonos-gamer,https://www.pcfactory.cl/categoria/smart-tv-y-audio/audifonos/audifonos-gamer,200,True,741,15,True,26/01/2026 07:04:10 Chile
102,Audífonos Gamer,/accesorios-y-perifericos/audifonos/audifonos-gamer,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/audifonos/audifonos-gamer,200,True,972,15,True,26/01/2026 07:04:10 Chile
102,Audífonos Gamer,/smartphones-y-wearables/audifonos/audifonos-gamer,https://www.pcfactory.cl/categoria/smartphones-y-wearables/audifonos/audifonos-gamer,200,True,513,15,True,26/01/2026 07:04:10 Chile
102,Audífonos Gamer,/computadores-y-tablets/audifonos/audifonos-gamer,https://www.pcfactory.cl/categoria/computadores-y-tablets/audifonos/audifonos-gamer,200,True,819,15,True,26/01/2026 07:04:10 Chile
888,Audífonos Headset,/oficinas-y-punto-de-venta/audifonos/audifonos-headset,https://www.pcfactory.cl/categoria/oficinas-y-punto-de-venta/audifonos/audifonos-headset,200,True,864,28,True,26/01/2026 07:04:10 Chile
888,Audífonos Headset,/smart-tv-y-audio/audifonos/audifonos-headset,https://www.pcfactory.cl/categoria/smart-tv-y-audio/audifonos/audifonos-headset,200,True,627,28,True,26/01/2026 07:04:10 Chile
888,Audífonos Headset,/accesorios-y-perifericos/audifonos/audifonos-headset,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/audifonos/audifonos-headset,200,True,867,28,True,26/01/2026 07:04:10 Chile
888,Audífonos Headset,/smartphones-y-wearables/audifonos/audifonos-headset,https://www.pcfactory.cl/categoria/smartphones-y-wearables/audifonos/audifonos-headset,200,True,1039,28,True,26/01/2026 07:04:10 Chile
888,Audífonos Headset,/computadores-y-tablets/audifonos/audifonos-headset,https://www.pcfactory.cl/categoria/computadores-y-tablets/audifonos/audifonos-headset,200,True,792,28,True,26/01/2026 07:04:10 Chile
884,Audífonos In Ear,/oficinas-y-punto-de-venta/audifonos/audifonos-in-ear,https://www.pcfactory.cl/categoria/oficinas-y-punto-de-venta/audifonos/audifonos-in-ear,200,True,867,27,True,26/01/2026 07:04:10 Chile
884,Audífonos In Ear,/smart-tv-y-audio/audifonos/audifonos-in-ear,https://www.pcfactory.cl/categoria/smart-tv-y-audio/audifonos/audifonos-in-ear,200,True,457,27,True,26/01/2026 07:04:10 Chile
884,Audífonos In Ear,/accesorios-y-perifericos/audifonos/audifonos-in-ear,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/audifonos/audifonos-in-ear,200,True,751,27,True,26/01/2026 07:04:10 Chile
884,Audífonos In Ear,/smartphones-y-wearables/audifonos/audifonos-in-ear,https://www.pcfactory.cl/categoria/smartphones-y-wearables/audifonos/audifonos-in-ear,200,True,521,27,True,26/01/2026 07:04:10 Chile
884,Audífonos In Ear,/computadores-y-tablets/audifonos/audifonos-in-ear,https://www.pcfactory.cl/categoria/computadores-y-tablets/audifonos/audifonos-in-ear,200,True,570,27,True,26/01/2026 07:04:10 Chile
1333,Automóvil,/automovil-gps-y-outdoor/automovil,https://www.pcfactory.cl/categoria/automovil-gps-y-outdoor/automovil,200,True,1031,5,True,26/01/2026 07:04:10 Chile
642,Automóvil / GPS y Outdoor,/automovil-gps-y-outdoor,https://www.pcfactory.cl/categoria/automovil-gps-y-outdoor,200,True,1093,8,True,26/01/2026 07:04:10 Chile
731,Banda Ancha Móvil,/smartphones-y-wearables/banda-ancha-movil,https://www.pcfactory.cl/categoria/smartphones-y-wearables/banda-ancha-movil,200,True,945,3,True,26/01/2026 07:04:10 Chile
797,Barras de Sonido,/smart-tv-y-audio/video-audio-tv/barras-de-sonido,https://www.pcfactory.cl/categoria/smart-tv-y-audio/video-audio-tv/barras-de-sonido,200,True,651,4,True,26/01/2026 07:04:10 Chile
553,Bases Notebooks,/accesorios-y-perifericos/accesorios-notebooks/bases-notebooks,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/accesorios-notebooks/bases-notebooks,200,True,917,9,True,26/01/2026 07:04:10 Chile
553,Bases Notebooks,/computadores-y-tablets/accesorios-notebooks/bases-notebooks,https://www.pcfactory.cl/categoria/computadores-y-tablets/accesorios-notebooks/bases-notebooks,200,True,798,9,True,26/01/2026 07:04:10 Chile
714,Baterías de Notebooks,/accesorios-y-perifericos/accesorios-notebooks/baterias-de-notebooks,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/accesorios-notebooks/baterias-de-notebooks,200,True,860,3,True,26/01/2026 07:04:10 Chile
714,Baterías de Notebooks,/computadores-y-tablets/accesorios-notebooks/baterias-de-notebooks,https://www.pcfactory.cl/categoria/computadores-y-tablets/accesorios-notebooks/baterias-de-notebooks,200,True,765,3,True,26/01/2026 07:04:10 Chile
542,Baterías externas,/oficinas-y-punto-de-venta/ups-baterias-y-cargadores/baterias-externas,https://www.pcfactory.cl/categoria/oficinas-y-punto-de-venta/ups-baterias-y-cargadores/baterias-externas,200,True,561,21,True,26/01/2026 07:04:10 Chile
542,Baterías externas,/accesorios-y-perifericos/accesorios-celulares/baterias-externas,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/accesorios-celulares/baterias-externas,200,True,514,21,True,26/01/2026 07:04:10 Chile
542,Baterías externas,/ups-energia-y-energia-solar/baterias-externas,https://www.pcfactory.cl/categoria/ups-energia-y-energia-solar/baterias-externas,200,True,703,21,True,26/01/2026 07:04:10 Chile
542,Baterías externas,/smartphones-y-wearables/accesorios-celulares/baterias-externas,https://www.pcfactory.cl/categoria/smartphones-y-wearables/accesorios-celulares/baterias-externas,200,True,1043,21,True,26/01/2026 07:04:10 Chile
541,Baterías y Cargadores,/oficinas-y-punto-de-venta/ups-baterias-y-cargadores/baterias-y-cargadores,https://www.pcfactory.cl/categoria/oficinas-y-punto-de-venta/ups-baterias-y-cargadores/baterias-y-cargadores,200,True,696,12,True,26/01/2026 07:04:10 Chile
541,Baterías y Cargadores,/ups-energia-y-energia-solar/baterias-y-cargadores,https://www.pcfactory.cl/categoria/ups-energia-y-energia-solar/baterias-y-cargadores,200,True,1021,12,True,26/01/2026 07:04:10 Chile
563,Bolsos Cámaras,/video-fotografia-y-drones/accesorios-camaras/bolsos-camaras,https://www.pcfactory.cl/categoria/video-fotografia-y-drones/accesorios-camaras/bolsos-camaras,200,True,533,1,True,26/01/2026 07:04:10 Chile
563,Bolsos Cámaras,/accesorios-y-perifericos/bolsos-y-fundas/bolsos-camaras,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/bolsos-y-fundas/bolsos-camaras,200,True,713,1,True,26/01/2026 07:04:10 Chile
563,Bolsos Cámaras,/accesorios-y-perifericos/accesorios-camaras/bolsos-camaras,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/accesorios-camaras/bolsos-camaras,200,True,634,1,True,26/01/2026 07:04:10 Chile
554,Bolsos Notebooks,/accesorios-y-perifericos/bolsos-y-fundas/bolsos-notebooks,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/bolsos-y-fundas/bolsos-notebooks,200,True,792,27,True,26/01/2026 07:04:10 Chile
554,Bolsos Notebooks,/accesorios-y-perifericos/accesorios-notebooks/bolsos-notebooks,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/accesorios-notebooks/bolsos-notebooks,200,True,1010,27,True,26/01/2026 07:04:10 Chile
